doi,title,container,year,authors,cited_by,issns,query_matched
10.1016/0096-3003(94)00051-5,Introduction to the special issue on applied mechanics,Applied Mathematics and Computation,1995,"Udwadia, Firdaus E.",0,['0096-3003'],orbital mechanics optimization
10.1016/0096-3003(95)00250-2,Chaotic waveform relaxation methods for dynamical systems,Applied Mathematics and Computation,1996,"Song, Yongzhong",0,['0096-3003'],chaotic map metaheuristic
10.1016/s0096-3003(99)00105-8,The correlation memory matrix for parameter estimation,Applied Mathematics and Computation,2000,"Tawfik, Bassel",0,['0096-3003'],parameter adaptation metaheuristic
10.1016/s0096-3003(99)00184-8,On some parameter methods for nonlinear Volterra integral equation,Applied Mathematics and Computation,2001,"Badr, A.A.",0,['0096-3003'],parameter adaptation metaheuristic
10.1016/s0096-3003(01)00199-0,"Entropic measures, Markov information sources and complexity",Applied Mathematics and Computation,2002,"Calude, Cristian S.; Dumitrescu, Monica",0,['0096-3003'],Markov chain optimization
10.1016/s0096-3003(01)00191-6,On uniqueness for a higher-order Cauchy problem of mathematical physics,Applied Mathematics and Computation,2002,"Sever, Ali",0,['0096-3003'],physics-inspired metaheuristic
10.1016/s0096-3003(02)00591-x,Parameter tracking for an inventory model,Applied Mathematics and Computation,2003,"Aggoun, Lakhdar; Benkherouf, Lakdere",0,['0096-3003'],parameter adaptation metaheuristic
10.1016/s0096-3003(02)00647-1,On the convergence of the discretized parallel chaotic waveform relaxation method,Applied Mathematics and Computation,2003,"Yuan, Dongjin",0,['0096-3003'],chaotic map metaheuristic
10.1016/s0096-3003(02)00132-7,A hybrid multigrid method for the unsteady incompressible Navier–Stokes equations,Applied Mathematics and Computation,2003,"Shesheng, Zhang",0,['0096-3003'],hybrid metaheuristic
10.1016/s0096-3003(03)00795-1,Homology and chaotic unfolding of chaos manifolds,Applied Mathematics and Computation,2004,"Habiba, El Zohny",0,['0096-3003'],chaotic map metaheuristic
10.1016/s0096-3003(04)00209-7,Solving second kind integral equations with Hybrid Chebyshev and Block-Pulse functions,Applied Mathematics and Computation,2004,"TAVASSOLIKAJANI, M",0,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2004.09.003,A model for prejudiced learning in noisy environments,Applied Mathematics and Computation,2005,"Schmidt, Andreas U.",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2004.06.069,Hybrid preconditioned algorithms for boundary hypersingular integral equations,Applied Mathematics and Computation,2005,"Rostamy Varnos Fadrony, D.",0,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2004.03.011,Comment on titled “On Fibonacci search method with k-Lucas numbers”,Applied Mathematics and Computation,2005,"Kahya, Emin",0,['0096-3003'],gravitational search
10.1016/j.amc.2006.01.078,Global convergence properties of the two new dependent Fletcher–Reeves conjugate gradient methods,Applied Mathematics and Computation,2006,"Wang, Chang-yu; Lian, Shu-jun",0,['0096-3003'],global optimization convergence
10.1016/j.amc.2005.12.002,Multipoint iterative method with cubic convergence,Applied Mathematics and Computation,2006,"Gupta, K.C.; Kanwar, Vinay",0,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2005.04.039,On step-size estimation of line search methods,Applied Mathematics and Computation,2006,"Shi, Zhen-Jun; Shen, Jie",0,['0096-3003'],gravitational search
10.1016/j.amc.2006.09.118,"Reply to the Comment of E. Kahya on “An improvement on Fibonacci search method in optimization theory by Murat Subasi, Necmettin Yildirim, Bünyamin Yildiz”[An improvement on Fibonacci search method in optimization theory, Applied Mathematics and Computation 147 (2004) 893–901]",Applied Mathematics and Computation,2007,"Subaşı, Murat",0,['0096-3003'],gravitational search
10.1016/j.amc.2007.04.033,Methods with prefixed order for approximating square roots with global and general convergence,Applied Mathematics and Computation,2007,"Hernández, M.A.; Romero, N.",0,['0096-3003'],global optimization convergence
10.1016/j.amc.2006.09.075,A new method for accelerating convergence of alternating series,Applied Mathematics and Computation,2007,"Thukral, R.",0,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2006.07.112,Rational formal solutions of hybrid lattice equation,Applied Mathematics and Computation,2007,"Yaxuan, Yu",0,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2007.04.111,WITHDRAWN: An interpolated remapping algorithm for scattered physics quantities,Applied Mathematics and Computation,2007,"Mao, Mingzhi; Jiang, Yunfei; Wang, Ruili",0,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2006.11.125,In search of the best approximant,Applied Mathematics and Computation,2007,"Gzyl, H.; Novi Inverardi, P.L.; Tagliani, A.",0,['0096-3003'],gravitational search
10.1016/j.amc.2008.05.069,Special issue on life system modeling and bio-inspired computing for LSMS 2007,Applied Mathematics and Computation,2008,"Huang, Sunan; He, Haibo; Li, Kang",0,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2008.04.055,On the iterative algorithm for saddle point problems,Applied Mathematics and Computation,2008,"Cui, Mingrong",0,['0096-3003'],tidal force algorithm
10.1016/j.amc.2009.07.002,Erratum to: “A hybrid genetic algorithm for a class of global optimization problems with box constraints” [Appl. Math. Comput. 197 (2008) 924–929],Applied Mathematics and Computation,2009,"Yuan, Quan; He, Zhiqing; Leng, Huinan",0,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2010.09.016,Erratum to “Computer aided solving the higher-order transition probability matrix of the finite Markov chain” [Appl. Math. Comput. 172 (2006) 267–285],Applied Mathematics and Computation,2010,"El-Shehawey, M.A.; Al-Henawy, A.S.",0,['0096-3003'],Markov chain optimization
10.1016/j.amc.2011.10.007,A note on the reflected backward stochastic differential equations driven by a Lévy process with stochastic Lipschitz condition,Applied Mathematics and Computation,2011,"Hu, Lanying; Ren, Yong",0,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2012.08.002,The geometric mean algorithm,Applied Mathematics and Computation,2012,"Ralha, Rui",0,['0096-3003'],tidal force algorithm
10.1016/j.amc.2012.06.025,Eigenvalues and eigenfunctions of the Laplacian via inverse iteration with shift,Applied Mathematics and Computation,2012,"Biezuner, Rodney Josué; Ercole, Grey; Giacchini, Breno Loureiro",0,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2012.05.011,Convergence analysis and numerical simulation for a hyperbolic system,Applied Mathematics and Computation,2012,"Li, Huanrong",0,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2010.12.080,Three anisotropic benchmark problems for adaptive finite element methods,Applied Mathematics and Computation,2013,"Solin, Pavel; Certik, Ondrej; Korous, Lukas",0,['0096-3003'],benchmark CEC optimization
10.1016/j.amc.2013.03.022,Design of RLS-FIR filter using covariance information in linear continuous-time stochastic systems,Applied Mathematics and Computation,2013,"Nakamori, Seiichi",0,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2013.04.004,Convergence and certain control conditions for hybrid iterative algorithms,Applied Mathematics and Computation,2013,"Wang, Shuang",0,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2012.12.014,Ponderomotive force as a cause for chaos in loudspeakers,Applied Mathematics and Computation,2013,"de Oliveira, Luiz P.L.; Schmith, Jean",0,['0096-3003'],tidal force algorithm
10.1016/j.amc.2014.09.083,Stochastic exact solutions of the Wick-type stochastic NLS equation,Applied Mathematics and Computation,2014,"Li, Yin; Zhao, Yulin; Yao, Zheng-an",0,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2014.01.062,Orbital stability of peakons for a generalized CH equation,Applied Mathematics and Computation,2014,"Ouyang, Zheng-yong; Zheng, Shan",0,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2013.10.033,Comments on the paper “Conservation laws of the (2+1)–dimensional KP equation and Burgers equation with variable coefficients and cross terms” by Li-Hua Zhang,Applied Mathematics and Computation,2014,"Ibragimov, Nail H.",0,['0096-3003'],vis-viva equation
10.1016/j.amc.2015.06.084,Hybrid Ikebe–Newton’s iteration for inverting general nonsingular Hessenberg matrices,Applied Mathematics and Computation,2015,"Abderramán Marrero, J.; Rachidi, M.",0,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2014.11.066,Bifurcations of a non-gravitational interaction problem,Applied Mathematics and Computation,2015,"Liu, Xia; Jardón-Kojakhmetov, H.",0,['0096-3003'],gravitational search
10.1016/j.amc.2014.12.107,Subharmonic solutions of Hill’s equation,Applied Mathematics and Computation,2015,"Zhou, Zhengxin",0,['0096-3003'],vis-viva equation
10.1016/j.amc.2015.01.079,Asymptotic formulae for the interaction force and torque between two charged parallel cylinders,Applied Mathematics and Computation,2015,"Danov, Krassimir D.",0,['0096-3003'],tidal force algorithm
10.1016/j.amc.2015.12.048,Lacunary ideal convergence of multiple sequences in probabilistic normed spaces,Applied Mathematics and Computation,2016,"Hazarika, Bipan",0,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2021.126386,Learning performance of regularized regression with multiscale kernels based on Markov observations,Applied Mathematics and Computation,2021,"Liu, Lu; Huang, Wei; Shen, Li",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2023.128163,Labeling algorithm for power domination problem of trees,Applied Mathematics and Computation,2023,"Lyu, Yijia",0,['0096-3003'],tidal force algorithm
10.1016/j.amc.2023.127938,Learning with Partition of Unity-based Kriging Estimators,Applied Mathematics and Computation,2023,"Cavoretto, R.; De Rossi, A.; Perracchione, E.",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2024.128840,Reinforcement learning-based secure synchronization for two-time-scale complex dynamical networks with malicious attacks,Applied Mathematics and Computation,2024,"Huang, He; Xu, Jiawei; Wang, Jing",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2024.128611,Dividend based risk measures: A Markov chain approach,Applied Mathematics and Computation,2024,"D'Amico, Guglielmo; De Blasis, Riccardo",0,['0096-3003'],Markov chain optimization
10.1016/j.amc.2024.128683,Computational efficiency study of a micro-macro Markov chain Monte Carlo method for molecular dynamics,Applied Mathematics and Computation,2024,"Vandecasteele, Hannes; Samaey, Giovanni",0,['0096-3003'],Markov chain optimization
10.1016/j.amc.2025.129938,Forecasting new energy vehicle sales using a fractional reverse accumulation non-equidistant grey time power model,Applied Mathematics and Computation,2026,"Liang, Xuting; Wang, Qiong; Chen, Wei",0,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2025.129705,Gravitational least squares twin support vector machine based on optimal angle for class imbalance learning,Applied Mathematics and Computation,2026,"Mohammadi, Abdullah; Nasiri, Jalal A.; Effati, Sohrab",0,['0096-3003'],gravitational search
10.1016/j.amc.2025.129761,Environmental reputation-based preference selection and strategy learning mechanisms promote cooperation,Applied Mathematics and Computation,2026,"Liang, Rongqian; Fan, Suohai",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2025.129939,Reinforcement learning-based optimal false data injection attack against control signals in probabilistic Boolean control networks,Applied Mathematics and Computation,2026,"Peng, Xianlun; Li, Fangfei; Liu, Yang",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2026.130095,Simplified reinforcement learning-based distributed consensus neural network control for second-order uncertain nonlinear multi-agent systems,Applied Mathematics and Computation,2026,"Vu Anh Truong, Hoai; Lee, Chanyong; Kwon, Cheolhyeon",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2025.129849,A learning-based value iteration scheme for singularly perturbed systems and its application in RC ladder circuit,Applied Mathematics and Computation,2026,"Wang, Zihan; Yang, Qing; Shen, Hao",0,['0096-3003'],opposition-based learning
10.1016/j.amc.2026.130091,A Lyapunov-based novel fixed-time control scheme for chaotic systems synchronization,Applied Mathematics and Computation,2026,"Shafiq, Muhammad; Ahmad, Israr",0,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2025.129807,"Hidden-Markov-model-based asynchronous
                    <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si8.svg"">
                      <mml:msub>
                        <mml:mi mathvariant=""script"">H</mml:mi>
                        <mml:mi>∞</mml:mi>
                      </mml:msub>
                    </mml:math>
                    control of supply chain systems under homogeneous markovian deception attacks",Applied Mathematics and Computation,2026,"Hu, Bing; Ma, Jiaqi; Cui, Yukang",0,['0096-3003'],Markov chain optimization
10.1016/j.amc.2026.130189,On computations of limiting probability distributions of higher order Markov chains,Applied Mathematics and Computation,2026,"Xu, Jianhong",0,['0096-3003'],Markov chain optimization
10.1016/j.amc.2025.129899,Strong convergence and Mittag-Leffler stability of stochastic theta method for time-changed stochastic differential equations,Applied Mathematics and Computation,2026,"Chen, Jingwei; Ye, Jun; Chen, Jinwen",0,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2026.130157,A Lyapunov stability proof and a port-Hamiltonian physics-informed neural network for chaotic synchronization in memristive neurons,Applied Mathematics and Computation,2026,"Babaeian, Behnam; Yamakou, Marius E.",0,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2026.130121,Data-driven solutions and nonlinear dynamics for the integrable fractional nonlinear Schrödinger equation via physics-informed neural networks,Applied Mathematics and Computation,2026,"Wang, Jieyi; Yang, Yunqing",0,['0096-3003'],physics-inspired metaheuristic
